,country,id,lat,lng,name,clouds,date,humidity,pressure,temp,temp_max,temp_min,wind_deg,wind_speed
200,MX,4013723,25.03694,-111.664436,Ciudad Constitucion,0,2017-11-19 03:00:00,50,1012.48,20.9,20.9,20.9,306.001,3.22
201,MX,4026075,18.01667,-102.216667,Las Guacamayas,100,2017-11-19 03:00:00,100,1002.75,25.52,25.52,25.52,218.001,1.32
202,MY,1737185,2.01667,112.933327,Kapit,24,2017-11-19 03:00:00,83,998.94,27.77,27.77,27.77,59.5011,1.17
203,PE,3695617,-8.08965,-78.960197,Laredo,0,2017-11-19 03:00:00,94,984.27,13.72,15.45,13.72,148.001,2.27
204,PE,3939168,-10.06806,-78.152222,Huarmey,8,2017-11-19 03:00:00,83,955.74,14.17,14.17,14.17,143.501,1.47
205,PG,2098329,-9.07628,143.209183,Daru,56,2017-11-19 03:00:00,100,1019.94,26.8,26.8,26.8,141.501,4.07
206,PH,1680197,15.97611,120.571114,Urdaneta,8,2017-11-19 03:00:00,86,975.84,27.57,27.57,27.57,163.501,1.32
207,RU,1499163,52.019718,85.911392,Mayma,64,2017-11-19 03:00:00,63,998.54,-12.83,-12.83,-12.83,129.001,1.17
208,SA,110314,23.991461,47.162659,Ad Dilam,48,2017-11-19 03:00:00,82,976.49,11.84,11.84,9.3,169.001,1.32
209,SD,372386,14.0361,33.1712,Kinana,0,2017-11-19 03:00:00,62,973.08,18.77,18.77,18.77,170.501,1.32
210,SD,376450,12.05,29.65,Dilling,0,2017-11-19 03:00:00,86,945.6,17.02,17.02,17.02,204.001,1.22
211,SD,377690,18.02158,33.98299,Berber,0,2017-11-19 03:00:00,67,979.0,16.67,16.67,16.67,359.001,1.52
212,SD,378459,11.8659,34.386902,Ar Ruseris,0,2017-11-19 03:00:00,77,966.6,21.72,21.72,21.72,261.501,1.32
213,SD,379102,11.03333,27.73333,Al Mijlad,0,2017-11-19 03:00:00,86,971.46,20.05,20.05,20.05,173.001,1.27
214,SD,380129,14.0012,32.3116,Ad Diwem,0,2017-11-19 03:00:00,52,977.3,19.45,19.45,19.45,264.001,1.32
215,TD,2428228,12.996,15.72927,Massakory,0,2017-11-19 03:00:00,25,989.46,23.07,23.07,23.07,17.0011,5.82
216,TH,1152562,12.08283,99.854309,Kui Buri,8,2017-11-19 03:00:00,73,995.62,29.9,29.9,29.9,293.001,1.42
217,TM,601465,41.0,58.5,Da?oguz Welaýaty,48,2017-11-19 03:00:00,70,1031.37,1.65,1.65,1.65,103.001,6.42
218,TM,1219651,39.0,63.0,Lebap Welaýaty,0,2017-11-19 03:00:00,94,1022.37,-0.05,-0.05,-0.11,51.0011,2.47
219,TM,1218666,37.0,62.5,Mary Welaýaty,0,2017-11-19 03:00:00,77,1007.37,-1.03,-1.03,-1.03,105.001,2.02
220,VN,1580541,15.87944,108.334999,Hoi An,92,2017-11-19 03:00:00,100,1020.99,25.01,25.01,23.87,356.501,2.77
221,RU,1509955,54.047001,61.745499,Bobrovka,0,2017-11-19 03:00:00,83,1014.75,-4.68,-4.68,-4.68,263.501,4.67
222,RU,1510214,63.938061,65.041939,Berezovo,76,2017-11-19 03:00:00,83,1016.53,-9.68,-9.68,-9.68,150.001,3.67
223,RU,1510960,51.0,95.199997,Balgazyn,12,2017-11-19 03:00:00,54,894.7,-19.28,-19.28,-19.28,209.001,0.57
224,AF,1122189,33.97509,63.72868,Tulak,0,2017-11-19 03:00:00,55,786.81,-11.53,-11.53,-11.53,106.501,1.97
225,AF,1123906,31.005751,66.400009,Spin Boldak,0,2017-11-19 03:00:00,69,852.63,-3.95,-3.95,-3.96,133.501,1.37
226,AF,1125890,36.979839,70.739281,Shahran,0,2017-11-19 03:00:00,67,758.68,-9.05,-9.05,-9.06,79.5011,1.67
227,AF,1127547,32.07275,64.835899,Sangin,0,2017-11-19 03:00:00,88,924.69,2.92,2.92,2.92,124.001,1.12
228,AF,1128954,36.919392,65.064903,Qurghan,0,2017-11-19 03:00:00,79,1008.91,0.42,0.42,0.42,346.501,1.22
229,AF,1129678,34.940231,61.77589,Qarah Bagh,0,2017-11-19 03:00:00,67,908.48,-4.58,-4.58,-4.58,358.001,1.17
230,AF,1133544,37.027901,66.128166,Mingajik,0,2017-11-19 03:00:00,70,1010.61,-0.78,-0.78,-0.78,111.501,1.32
231,AF,1135656,36.02866,70.772583,Alaqahdari Kiran wa Munjan,20,2017-11-19 03:00:00,88,615.12,-21.3,-21.3,-21.31,115.501,0.37
232,AF,1137148,36.951271,72.318001,Khandud,8,2017-11-19 03:00:00,57,603.85,-26.83,-26.83,-26.83,95.0011,0.62
233,AF,1139967,31.98303,67.335579,Hukumat-e Shinkai,64,2017-11-19 03:00:00,66,817.29,-5.18,-5.18,-5.18,96.0011,1.17
234,AF,1143477,35.958061,67.279984,Dehi,0,2017-11-19 03:00:00,64,849.87,-7.05,-7.05,-7.06,117.501,1.17
235,AF,1143816,33.030048,63.839439,Dasht-e Qalah,0,2017-11-19 03:00:00,85,836.82,-2.98,-2.98,-2.98,46.5011,1.47
236,AF,1143874,35.97744,65.378281,Darzab,0,2017-11-19 03:00:00,62,880.11,-6.85,-6.85,-6.86,133.001,1.27
237,AF,1348242,33.922321,65.933983,Khadir,0,2017-11-19 03:00:00,60,733.96,-18.93,-18.93,-18.93,27.5011,1.22
238,AF,1349513,34.95076,69.228699,Ghulam Ali,0,2017-11-19 03:00:00,44,768.41,-8.44,-8.44,-21.21,286.501,0.82
239,AF,1476203,32.977039,69.373077,Ster Giyan,0,2017-11-19 03:00:00,70,815.02,-3.1,-3.1,-3.11,276.501,2.77
240,AM,823748,40.987961,45.207939,Azatamut,0,2017-11-19 03:00:00,74,845.66,-4.95,-4.95,-4.96,212.501,0.87
241,AO,876485,-11.06715,20.701481,Cazaji,80,2017-11-19 03:00:00,90,892.27,17.92,17.92,17.92,169.501,1.72
242,AO,3346821,-17.066669,15.73333,Ondjiva,0,2017-11-19 03:00:00,28,899.16,17.77,17.77,17.77,83.5011,4.12
243,AR,3429971,-37.107941,-56.861401,Pinamar,0,2017-11-19 03:00:00,100,1019.05,11.67,11.67,11.67,337.501,6.77
244,AR,3430759,-28.0,-58.25,Departamento de Mburucuyá,0,2017-11-19 03:00:00,56,1020.59,11.9,11.9,11.9,158.001,2.57
245,AR,3436370,-29.09683,-56.55043,Alvear,0,2017-11-19 03:00:00,79,1020.1,11.3,11.3,11.3,169.001,2.27
246,AR,3833424,-35.152821,-65.946022,Union,0,2017-11-19 03:00:00,19,978.19,15.62,15.62,15.62,319.501,4.77
247,AR,3838057,-28.00927,-65.712181,San Antonio,64,2017-11-19 03:00:00,49,847.36,13.55,13.55,13.55,33.0011,0.67
248,AR,3839381,-35.068619,-64.681068,Rancul,0,2017-11-19 03:00:00,27,992.62,14.02,14.02,14.02,335.001,3.92
249,AR,3839482,-45.933331,-67.533333,Rada Tilly,88,2017-11-19 03:00:00,72,999.27,0.47,6.7,0.47,214.001,6.37
250,AR,3842268,-23.96336,-64.298721,Palma Sola,8,2017-11-19 03:00:00,36,956.38,18.27,18.27,18.27,240.501,2.02
251,AR,3843407,-32.916561,-65.375351,Naschel,0,2017-11-19 03:00:00,33,917.64,10.42,10.42,10.42,347.001,3.32
252,AR,3844159,-30.918579,-62.678139,Miramar,0,2017-11-19 03:00:00,49,1013.37,16.45,16.45,16.45,355.501,4.77
253,AR,3847516,-27.109961,-60.587189,La Tigra,68,2017-11-19 03:00:00,43,1018.15,16.72,16.72,16.72,128.501,2.92
254,AR,3853782,-39.083328,-67.23333,Ingeniero Luis A. Huergo,0,2017-11-19 03:00:00,30,985.16,19.65,19.65,19.65,243.001,10.17
255,AR,3853966,-23.08333,-65.333328,Departamento de Humahuaca,32,2017-11-19 03:00:00,100,658.33,0.42,0.42,0.42,120.501,0.47
256,AR,3854153,-42.071892,-71.50811,Hoyo de Epuyen,0,2017-11-19 03:00:00,49,908.15,6.15,6.15,6.15,248.501,1.17
257,AR,3855121,-40.099998,-64.433327,General Conesa,100,2017-11-19 03:00:00,29,1003.24,22.27,22.27,22.27,228.501,9.72
258,AR,3855763,-25.05504,-60.092178,Estanislao del Campo,0,2017-11-19 03:00:00,40,1016.53,17.22,17.22,17.22,149.501,3.77
259,AR,3863557,-25.120331,-66.165192,Cachi,24,2017-11-19 03:00:00,96,728.61,1.17,1.17,1.17,66.0011,0.47
260,AS,5881150,-11.05528,-171.088333,Taulaga,64,2017-11-19 03:00:00,100,1020.18,28.92,28.92,28.92,85.5011,6.67
261,AT,2764557,47.083328,11.46667,Steinach am Brenner,32,2017-11-19 03:00:00,70,824.42,-3.74,-3.74,-10.21,326.001,0.62
262,AT,7872274,46.93885,15.26445,Sankt Stefan ob Stainz,64,2017-11-19 03:00:00,100,934.17,-2.75,-2.75,-3.28,278.001,0.97
263,AT,7871722,47.96946,16.599979,Mannersdorf am Leithagebirge,76,2017-11-19 03:00:00,77,1008.67,5.43,5.43,3.62,287.501,5.92
264,AT,2773680,47.950001,13.2,Kostendorf,80,2017-11-19 03:00:00,93,962.46,1.84,1.84,0.05,273.501,4.57
265,RU,1511146,58.040119,64.789268,Azanka,56,2017-11-19 03:00:00,90,1021.32,-2.55,-2.55,-2.56,254.001,3.27
266,RU,1511382,55.94611,67.673607,Armizonskoye,8,2017-11-19 03:00:00,89,1019.45,-5.05,-5.05,-5.06,241.501,4.72
267,RU,1512101,61.924721,63.02306,Agirish,64,2017-11-19 03:00:00,89,1007.13,-5.7,-5.7,-5.71,222.001,2.12
268,RU,1538640,58.039719,60.396111,Svobodnyy,68,2017-11-19 03:00:00,79,1008.59,-0.98,-0.98,-0.98,263.501,3.77
269,RU,2012655,51.851391,107.51445,Zarechnyy,56,2017-11-19 03:00:00,73,944.23,-3.68,-3.68,-5.28,288.501,1.42
270,RU,2013921,70.01667,135.600006,Ust-Kuyga,76,2017-11-19 03:00:00,79,1001.05,-22.45,-22.45,-22.46,218.001,2.12
271,RU,2015179,58.95639,126.292503,Tommot,44,2017-11-19 03:00:00,67,958.41,-26.8,-26.8,-26.81,282.001,1.62
272,RU,2017063,50.913059,106.240562,Selenduma,0,2017-11-19 03:00:00,72,943.09,-11.58,-11.58,-11.58,208.001,1.17
273,RU,2017155,71.916672,114.083328,Saskylakh,56,2017-11-19 03:00:00,79,1023.91,-15.33,-15.33,-15.33,21.5011,3.52
274,RU,2017756,42.960281,131.722778,Popova,8,2017-11-19 03:00:00,100,1028.85,-9.63,-9.36,-9.63,332.501,6.42
275,RU,2018365,51.033329,114.833328,Orlovskiy,48,2017-11-19 03:00:00,56,937.5,-9.53,-9.53,-9.53,336.501,2.67
276,RU,2018888,45.853062,134.508896,Novopokrovka,20,2017-11-19 03:00:00,46,1001.37,-18.63,-18.63,-18.63,289.001,2.92
277,RU,2019710,51.049858,107.829971,Mukhorshibir,56,2017-11-19 03:00:00,62,930.04,-7.1,-7.1,-7.11,266.501,1.72
278,RU,2019935,53.93528,139.924164,Mnogovershinnyy,68,2017-11-19 03:00:00,67,992.38,-11.18,-11.18,-11.18,305.501,4.47
279,RU,2021017,63.898609,122.761673,Kysyl-Syr,48,2017-11-19 03:00:00,60,1013.13,-24.95,-24.95,-24.96,122.501,2.12
280,RU,2023298,51.01667,116.51667,Kalanguy,32,2017-11-19 03:00:00,59,929.8,-17.83,-17.83,-17.83,174.501,1.62
281,RU,2023324,50.932701,119.2911,Kadaya,8,2017-11-19 03:00:00,48,950.79,-19.78,-19.78,-19.78,203.501,1.92
282,RU,2023333,53.96056,105.881668,Kachug,48,2017-11-19 03:00:00,74,939.28,-11.95,-11.95,-11.96,215.001,1.07
283,RU,2024461,53.066669,132.966675,Ekimchan,24,2017-11-19 03:00:00,58,912.94,-25.63,-25.63,-25.63,275.501,1.42
284,RU,2026023,52.98333,116.916672,Bukachacha,20,2017-11-19 03:00:00,55,934.42,-21.63,-21.63,-21.63,297.501,1.22
285,RU,2027004,53.066109,105.513893,Bayanday,48,2017-11-19 03:00:00,82,941.79,-8.88,-8.88,-8.88,231.001,0.82
286,RU,2027786,60.895279,131.960831,Amga,24,2017-11-19 03:00:00,83,999.59,-28.58,-28.58,-28.58,285.501,1.17
287,RU,2027933,50.923698,117.937401,Aleksandrovskiy Zavod,12,2017-11-19 03:00:00,42,924.45,-18.55,-18.55,-18.56,290.501,1.57
288,RU,2055868,56.847099,105.254204,Yantal,68,2017-11-19 03:00:00,76,970.89,-13.05,-13.05,-13.06,180.001,1.62
289,RU,2119447,44.03056,145.85556,Yuzhno-Kurilsk,64,2017-11-19 03:00:00,100,1013.37,3.45,3.45,3.45,311.001,7.07
290,RU,2119701,48.916672,148.899994,Vostok,88,2017-11-19 03:00:00,100,1010.05,0.55,0.55,0.55,318.501,8.82
291,RU,2120261,49.083328,142.033325,Uglegorsk,68,2017-11-19 03:00:00,83,987.75,-7.7,-7.7,-7.71,312.501,4.27
292,RU,2121197,62.078812,150.47699,Sinegorye,32,2017-11-19 03:00:00,75,909.29,-25.38,-25.38,-25.38,59.0011,1.02
293,RU,2123100,63.049438,147.185837,Myaundzha,20,2017-11-19 03:00:00,42,910.1,-33.98,-33.98,-33.98,325.001,1.62
294,RU,2123371,48.997532,140.205276,Mayskiy,0,2017-11-19 03:00:00,100,1010.29,-10.93,-10.93,-10.93,317.001,6.02
295,RU,2125693,61.950001,159.233337,Evensk,0,2017-11-19 03:00:00,100,1021.07,-8.53,-8.53,-8.53,16.0011,2.17
296,RU,2125711,55.933331,158.699997,Esso,88,2017-11-19 03:00:00,87,899.89,-4.28,-4.28,-4.28,163.001,4.92
297,UA,689307,45.8699,33.991379,Voyinka,36,2017-11-19 03:00:00,89,1020.99,3.22,3.22,3.22,196.501,1.27
298,DK,2615932,55.005112,11.9606,Nyrad,68,2017-11-19 03:00:00,100,1008.18,5.14,6.27,5.14,276.501,10.12
299,VE,3625035,10.0,-72.166664,Estado Zulia,56,2017-11-19 03:00:00,100,1019.94,24.2,24.2,24.2,359.501,4.07
300,PK,1183606,28.0,66.0,Balochist?n,0,2017-11-19 03:00:00,73,857.41,-1.48,-1.48,-1.48,9.5011,1.92
301,MH,7303514,9.0804,165.627823,Ujae Atoll,76,2017-11-19 03:00:00,100,1018.8,28.3,28.3,28.3,64.0011,9.02
302,BW,933043,-25.0,25.0,Southern District,0,2017-11-19 03:00:00,55,889.35,8.87,8.87,8.87,104.501,1.32
303,PY,3437598,-22.99333,-57.996391,Republic of Paraguay,8,2017-11-19 03:00:00,85,1015.48,19.4,19.4,19.4,171.001,6.07
304,ZW,878675,-19.0,29.0,Republic of Zimbabwe,76,2017-11-19 03:00:00,96,895.18,15.7,15.7,15.7,79.0011,4.57
305,ZW,894366,-22.116671,30.066669,Chamnanga,0,2017-11-19 03:00:00,97,967.41,16.65,16.65,16.65,73.0011,2.42
306,AO,876337,-15.94761,19.3832,Província do Cuando Cubango,0,2017-11-19 03:00:00,60,892.91,15.02,15.02,15.02,65.0011,1.47
307,ZM,917388,-13.0,32.25,Eastern Province,32,2017-11-19 03:00:00,77,928.91,21.7,21.7,21.7,117.001,4.77
308,BR,3393129,-4.0,-53.0,Estado do Pará,0,2017-11-19 03:00:00,75,1010.69,27.45,27.45,27.45,80.5011,1.22
309,BR,3404478,-8.95,-54.900002,Cachimbo,8,2017-11-19 03:00:00,95,971.54,22.52,22.52,22.52,111.001,0.92
310,ID,1643084,-5.0,120.0,Republic of Indonesia,36,2017-11-19 03:00:00,62,982.32,34.93,34.93,30.95,253.001,0.27
311,BR,3665361,-5.0,-63.0,Estado do Amazonas,12,2017-11-19 03:00:00,85,1015.4,26.7,26.7,26.7,57.5011,2.47
312,CO,3686110,4.0,-72.0,Republic of Colombia,12,2017-11-19 03:00:00,61,1001.05,29.15,29.15,29.15,17.0011,4.32
313,CO,3689982,-1.01972,-71.938332,Departamento del Amazonas,0,2017-11-19 03:00:00,87,1007.94,26.67,26.67,26.67,126.001,1.97
314,KE,400740,-3.0,39.5,Coast Province,32,2017-11-19 03:00:00,91,1008.67,21.65,21.65,21.65,270.001,1.22
315,CG,2255422,-2.0,15.5,Région des Plateaux,92,2017-11-19 03:00:00,98,969.52,19.57,19.57,19.57,241.001,3.12
316,ID,1624106,-0.98333,113.966667,Tengirang,0,2017-11-19 03:00:00,68,1009.8,31.42,31.42,31.42,247.001,1.22
317,ID,1628757,0.98333,117.966667,Sangkulirang,20,2017-11-19 03:00:00,71,1006.24,32.02,32.02,32.02,316.001,1.02
318,CM,2231835,4.0,14.0,East Region,76,2017-11-19 03:00:00,94,946.74,19.97,19.97,19.97,186.501,1.47
319,ID,1213642,2.0,99.0,Provinsi Sumatera Utara,64,2017-11-19 03:00:00,97,943.58,23.02,23.02,23.02,251.501,0.57
320,SS,408668,4.9,33.799999,Eastern Equatoria State,0,2017-11-19 03:00:00,50,948.12,22.32,22.32,22.32,132.501,3.72
321,CO,3666082,5.0,-69.5,Departamento del Vichada,48,2017-11-19 03:00:00,76,1006.88,26.97,26.97,26.97,96.5011,1.42
322,SO,59362,5.0,47.0,Gobolka Galguduud,0,2017-11-19 03:00:00,78,1009.56,21.05,21.05,21.05,56.0011,4.57
323,CF,240049,5.06667,21.116671,Borota,88,2017-11-19 03:00:00,98,966.11,20.87,20.87,20.87,107.501,1.22
324,PH,1694008,13.0,122.0,Republic of the Philippines,68,2017-11-19 03:00:00,100,1022.21,28.6,28.6,26.77,71.0011,0.67
325,GN,2421041,10.01667,-12.51667,Fofo,0,2017-11-19 03:00:00,95,985.24,20.2,20.2,20.2,139.501,1.12
326,ML,2453866,17.0,-4.0,Republic of Mali,76,2017-11-19 03:00:00,74,983.62,17.02,17.02,17.02,18.5011,3.62
327,KH,1831172,12.08333,105.583328,Khétt Kâmpóng Cham,88,2017-11-19 03:00:00,95,1018.07,26.15,26.15,26.15,304.501,2.72
328,GW,2369484,12.06667,-14.43333,Sinchã Jai,32,2017-11-19 03:00:00,75,1016.13,20.05,20.05,20.05,44.5011,1.22
329,NG,2340788,12.07433,6.405,Gidan Sarkin Gardi,12,2017-11-19 03:00:00,56,966.35,18.3,18.3,18.3,74.5011,1.47
330,ER,331697,13.0,42.216671,Mai-ti,0,2017-11-19 03:00:00,86,986.3,17.62,17.62,17.62,159.501,2.97
331,KH,1821310,12.91667,103.083328,Khétt B?tdâmbâng,92,2017-11-19 03:00:00,100,1022.21,24.72,24.72,24.72,258.501,1.97
332,TH,1614968,13.08895,100.043213,Ban Nong Thale,76,2017-11-19 03:00:00,100,1023.91,26.15,28.07,26.15,39.5011,5.42
333,NE,2445702,16.0,13.5,Diffa,0,2017-11-19 03:00:00,32,982.97,17.42,17.42,17.42,11.0011,3.02
334,MM,1297099,22.0,98.0,Shan State,0,2017-11-19 03:00:00,75,919.02,24.12,24.12,24.12,358.001,1.42
335,DZ,2589581,28.0,3.0,People’s Democratic Republic of Algeria,0,2017-11-19 03:00:00,84,958.17,6.45,6.45,6.45,58.5011,5.02
336,UZ,1514597,40.066669,67.48333,Alyamly,80,2017-11-19 03:00:00,98,952.98,1.34,1.34,-0.53,51.5011,1.87
337,DE,2933214,50.031952,10.08991,Egenhausen,92,2017-11-19 03:00:00,96,991.73,3.56,3.56,2.65,252.501,7.77
338,CA,6173220,55.06673,-117.285851,Valleyview,92,2017-11-19 03:00:00,85,938.23,-4.38,-4.38,-4.38,270.501,0.62
339,US,5871330,63.089722,-145.613068,Paxson,0,2017-11-19 03:00:00,0,900.29,-34.18,-34.18,-34.18,31.0011,1.17
340,IN,1263706,25.0,94.0,State of Manipur,0,2017-11-19 03:00:00,90,874.92,19.09,19.09,17.22,36.5011,1.07
341,US,4452848,35.025719,-76.825493,Arapahoe,92,2017-11-19 03:00:00,82,1021.07,19.4,19.8,19.4,215.001,7.97
342,US,5528673,29.91684,-104.25103,Presidio County,0,2017-11-19 03:00:00,37,885.78,4.07,9.92,4.07,65.5011,3.47
343,US,5411363,39.86665,-104.38385,Adams County,0,2017-11-19 03:00:00,61,840.95,0.0,0.0,-1.36,199.501,4.32
344,NO,6693015,59.948761,10.65086,Meklenborg,92,2017-11-19 03:00:00,90,981.84,0.06,0.06,-1.71,17.5011,4.47
345,RU,475936,68.047867,49.967281,Vel’t,80,2017-11-19 03:00:00,98,1005.67,-4.8,-4.8,-4.81,95.0011,3.32
346,JP,1851141,31.91667,131.016663,Takaharu,0,2017-11-19 03:00:00,68,1002.59,11.45,11.45,9.7,338.001,3.47
347,GB,2642932,57.082859,-2.23738,Maryculter,0,2017-11-19 03:00:00,86,1014.02,3.66,4.27,3.66,318.501,7.32
348,CA,6113365,53.916599,-122.753014,Prince George,80,2017-11-19 03:00:00,87,915.61,-1.23,-1.23,-3.11,168.001,1.57
349,DE,2876451,51.849998,9.08333,Loge,32,2017-11-19 03:00:00,96,992.21,3.29,3.29,3.02,277.501,6.82
350,IR,119374,26.958099,56.2719,Qeshm,0,2017-11-19 03:00:00,100,1032.74,20.58,23.67,20.58,51.5011,4.67
351,PH,1714505,12.0371,125.482498,Dolores,92,2017-11-19 03:00:00,94,1014.26,28.2,28.2,28.2,70.5011,4.92
352,LR,2276600,5.01111,-9.03889,Greenville,80,2017-11-19 03:00:00,100,1020.83,25.87,25.87,25.87,227.501,3.02
353,TR,306571,37.871349,32.484638,Konya,24,2017-11-19 03:00:00,76,879.78,-0.35,-0.35,-0.38,203.001,1.42
354,TR,321082,38.88472,40.493889,Bingol,92,2017-11-19 03:00:00,90,864.14,1.3,1.3,1.3,122.001,0.82
355,TR,739600,42.026829,35.162521,Sinop,32,2017-11-19 03:00:00,100,1018.96,14.72,14.72,14.72,292.001,4.72
356,BN,1820363,5.03333,115.066673,Muara,8,2017-11-19 03:00:00,90,1002.83,29.87,29.87,28.45,270.001,1.27
357,LK,1238367,6.0565,80.210098,Kumbalwella,12,2017-11-19 03:00:00,98,1017.26,27.17,27.17,27.17,18.0011,1.82
358,TM,162152,40.0,54.5,Balkan Welaýaty,0,2017-11-19 03:00:00,87,1017.02,4.12,4.12,4.12,108.501,6.17
359,TM,601594,40.02216,52.955181,Turkmenbasy,0,2017-11-19 03:00:00,100,1035.01,5.48,6.92,5.48,93.5011,3.87
360,BT,7303651,27.91313,89.708862,Gasa,0,2017-11-19 03:00:00,45,556.76,-8.73,-8.73,-8.73,206.501,1.32
361,GF,3382159,4.0,-52.5,Arrondissement de Cayenne,0,2017-11-19 03:00:00,89,1014.91,24.15,24.15,24.15,67.0011,1.32
362,NU,4036284,-19.059521,-169.918671,Alofi,76,2017-11-19 03:00:00,95,1023.02,29.09,29.09,27.22,41.0011,6.12
363,MY,1733036,5.0,103.0,Terengganu,8,2017-11-19 03:00:00,81,1008.02,30.97,30.97,28.8,260.001,1.42
364,MH,7306516,6.0815,171.735016,Mili,88,2017-11-19 03:00:00,100,1018.15,28.12,28.12,28.12,83.5011,7.17
365,US,5708001,40.8899,-117.895126,Rose Creek,0,2017-11-19 03:00:00,74,871.35,-5.78,-5.78,-7.81,137.001,1.17
366,AZ,148617,40.0,47.0,Aghdam Rayon,0,2017-11-19 03:00:00,71,948.93,-0.2,-0.2,-0.21,273.001,0.77
367,BF,2359027,12.91667,-3.83333,Province de la Kossi,48,2017-11-19 03:00:00,47,992.21,18.52,18.52,18.52,10.5011,1.62
368,BF,2361082,14.0354,-0.0345,Dori,44,2017-11-19 03:00:00,54,988.32,19.62,19.62,19.62,320.001,1.67
369,BF,2577164,10.94917,-4.93417,Orodara,12,2017-11-19 03:00:00,63,974.62,18.87,18.87,18.87,333.501,0.97
370,CD,207570,-7.0,23.450001,Mwene-Ditu,8,2017-11-19 03:00:00,91,926.07,18.42,18.42,18.42,245.501,1.62
371,CD,215668,-6.05,26.91667,Kabalo,8,2017-11-19 03:00:00,94,954.11,20.07,20.07,20.07,359.501,1.32
372,CI,2285449,5.85278,-5.68833,Lakota,44,2017-11-19 03:00:00,97,1002.18,22.8,22.8,22.8,221.501,2.62
373,CI,2290412,7.0591,-3.9631,Daoukro,48,2017-11-19 03:00:00,87,1002.35,24.3,24.3,24.3,184.001,2.32
374,CI,2290964,6.99041,-5.7442,Bouafle,44,2017-11-19 03:00:00,95,994.97,21.95,21.95,21.95,196.001,2.67
375,CI,2292179,7.00694,-7.475,Bangolo,36,2017-11-19 03:00:00,97,988.32,20.4,21.32,20.4,186.001,1.17
376,CL,3869716,-22.09198,-70.197922,Tocopilla,0,2017-11-19 03:00:00,100,945.77,13.17,13.17,13.17,160.501,0.42
377,CM,2231319,5.88333,14.55,Garoua Boulai,64,2017-11-19 03:00:00,94,920.64,18.52,18.52,18.52,92.0011,2.42
378,CN,1790885,31.9925,116.247223,Wuyang,64,2017-11-19 03:00:00,74,1036.15,7.47,7.47,7.47,114.501,2.67
379,DJ,221527,11.96306,43.290562,Obock,76,2017-11-19 03:00:00,80,1007.78,23.45,23.45,23.45,112.501,4.67
380,DO,3493482,18.944981,-69.793312,Sabana Grande de Boya,92,2017-11-19 03:00:00,100,1015.24,24.52,24.52,23.65,326.001,0.92
381,DZ,2500904,34.896381,3.48543,Dar Chioukh,0,2017-11-19 03:00:00,77,904.42,-1.95,-1.95,-1.96,12.0011,0.97
382,DZ,2508225,34.842178,1.54698,Ain Deheb,0,2017-11-19 03:00:00,78,909.77,-0.23,0.15,-0.23,70.5011,0.97
383,EC,3652881,0.93333,-79.683327,Propicia,0,2017-11-19 03:00:00,100,1023.99,24.82,24.82,24.82,240.501,5.22
384,EG,347749,28.91667,30.85,Sumusta as Sultani,0,2017-11-19 03:00:00,86,1016.37,12.27,12.27,12.27,329.001,3.07
385,ES,6361413,41.090969,1.14975,Vila-seca,0,2017-11-19 03:00:00,100,1033.64,7.68,15.27,7.68,313.001,5.97
386,ET,325579,7.93333,38.716671,Ziway,0,2017-11-19 03:00:00,100,792.08,1.97,1.97,1.97,63.0011,1.07
387,ET,336350,7.01667,39.98333,Goba,0,2017-11-19 03:00:00,72,786.64,1.2,1.2,1.2,259.001,0.97
388,ET,344661,7.85,36.650002,Agaro,0,2017-11-19 03:00:00,85,818.58,8.47,8.47,8.47,73.0011,0.72
389,GH,2294206,10.06069,-2.50192,Wa,92,2017-11-19 03:00:00,39,988.57,29.87,29.87,29.87,162.501,3.32
390,GH,2297505,10.89557,-1.0921,Navrongo,12,2017-11-19 03:00:00,61,997.32,25.47,25.47,25.47,151.001,3.57
391,GH,2303611,4.86992,-2.24046,Axim,36,2017-11-19 03:00:00,100,1020.42,26.12,26.12,26.12,230.501,4.37
392,GN,2414925,10.91667,-13.33333,Préfecture de Télimélé,36,2017-11-19 03:00:00,86,980.7,19.72,19.72,19.72,80.5011,0.77
393,GS,3474415,-56.0,-33.0,South Georgia and the South Sandwich Islands,92,2017-11-19 03:00:00,94,1021.88,1.37,1.37,1.37,332.001,11.52
394,GT,3594575,14.08333,-91.050003,La Gomera,36,2017-11-19 03:00:00,89,1024.23,27.61,28.42,27.61,298.501,2.57
395,GY,3377408,6.0,-58.299999,Linden,8,2017-11-19 03:00:00,89,1018.07,20.98,24.15,20.98,64.0011,2.47
396,ID,1214026,5.89333,95.321388,Sabang,24,2017-11-19 03:00:00,100,1023.99,28.42,28.42,28.42,249.001,3.57
397,ID,1215498,2.05,99.75,Bandar,64,2017-11-19 03:00:00,94,966.76,24.72,24.72,24.72,243.501,1.32
398,ID,1624987,-3.93333,103.800003,Tanjungagung,76,2017-11-19 03:00:00,89,955.98,25.77,25.77,25.77,76.5011,1.42
399,IR,142000,34.9072,48.441399,Bahar,8,2017-11-19 03:00:00,76,817.93,-6.48,-6.48,-6.48,127.001,1.07
400,IT,6537556,40.99593,17.215891,Polignano a Mare,44,2017-11-19 03:00:00,100,1009.07,9.3,10.27,9.3,301.501,5.97
